report_date,origin,product,trim_pct,delivery,region,price_low,price_high,unit,basis,source_url
2019-07-17,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0z709697j/7p88ct33z/NW_LS421.TXT
2019-07-17,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0z709697j/7p88ct33z/NW_LS421.TXT
2019-07-17,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0z709697j/7p88ct33z/NW_LS421.TXT
2019-07-17,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0z709697j/7p88ct33z/NW_LS421.TXT
2019-07-17,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0z709697j/7p88ct33z/NW_LS421.TXT
2019-07-17,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0z709697j/7p88ct33z/NW_LS421.TXT
2019-07-17,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0z709697j/7p88ct33z/NW_LS421.TXT
2019-07-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,208.00,210.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8c97m2152/5h73q655s/NW_LS421.TXT
2019-07-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8c97m2152/5h73q655s/NW_LS421.TXT
2019-07-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8c97m2152/5h73q655s/NW_LS421.TXT
2019-07-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8c97m2152/5h73q655s/NW_LS421.TXT
2019-07-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8c97m2152/5h73q655s/NW_LS421.TXT
2019-07-19,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8c97m2152/5h73q655s/NW_LS421.TXT
2019-07-19,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8c97m2152/5h73q655s/NW_LS421.TXT
2019-07-19,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8c97m2152/5h73q655s/NW_LS421.TXT
2019-07-24,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,208.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/vh53x6851/sq87c562z/NW_LS421.TXT
2019-07-24,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/vh53x6851/sq87c562z/NW_LS421.TXT
2019-07-24,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/vh53x6851/sq87c562z/NW_LS421.TXT
2019-07-24,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/vh53x6851/sq87c562z/NW_LS421.TXT
2019-07-24,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/vh53x6851/sq87c562z/NW_LS421.TXT
2019-07-24,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/vh53x6851/sq87c562z/NW_LS421.TXT
2019-07-24,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/vh53x6851/sq87c562z/NW_LS421.TXT
2019-07-24,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/vh53x6851/sq87c562z/NW_LS421.TXT
2019-07-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,208.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/mp48sq96n/zw12zh25x/NW_LS421.TXT
2019-07-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/mp48sq96n/zw12zh25x/NW_LS421.TXT
2019-07-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/mp48sq96n/zw12zh25x/NW_LS421.TXT
2019-07-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/mp48sq96n/zw12zh25x/NW_LS421.TXT
2019-07-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/mp48sq96n/zw12zh25x/NW_LS421.TXT
2019-07-26,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/mp48sq96n/zw12zh25x/NW_LS421.TXT
2019-07-26,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/mp48sq96n/zw12zh25x/NW_LS421.TXT
2019-07-26,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/mp48sq96n/zw12zh25x/NW_LS421.TXT
2019-07-31,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,207.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8k71nv61g/0g354r979/NW_LS421.TXT
2019-07-31,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,200.00,201.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8k71nv61g/0g354r979/NW_LS421.TXT
2019-07-31,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,192.00,193.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8k71nv61g/0g354r979/NW_LS421.TXT
2019-07-31,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8k71nv61g/0g354r979/NW_LS421.TXT
2019-07-31,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8k71nv61g/0g354r979/NW_LS421.TXT
2019-07-31,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8k71nv61g/0g354r979/NW_LS421.TXT
2019-07-31,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8k71nv61g/0g354r979/NW_LS421.TXT
2019-07-31,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8k71nv61g/0g354r979/NW_LS421.TXT
2019-08-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,207.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/3j333f14g/r781wt53p/NW_LS421.TXT
2019-08-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,200.00,201.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/3j333f14g/r781wt53p/NW_LS421.TXT
2019-08-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,192.00,193.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/3j333f14g/r781wt53p/NW_LS421.TXT
2019-08-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/3j333f14g/r781wt53p/NW_LS421.TXT
2019-08-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/3j333f14g/r781wt53p/NW_LS421.TXT
2019-08-02,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/3j333f14g/r781wt53p/NW_LS421.TXT
2019-08-02,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/3j333f14g/r781wt53p/NW_LS421.TXT
2019-08-02,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/3j333f14g/r781wt53p/NW_LS421.TXT
2019-08-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,208.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/df65vm26s/3r075648v/NW_LS421.TXT
2019-08-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/df65vm26s/3r075648v/NW_LS421.TXT
2019-08-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/df65vm26s/3r075648v/NW_LS421.TXT
2019-08-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/df65vm26s/3r075648v/NW_LS421.TXT
2019-08-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/df65vm26s/3r075648v/NW_LS421.TXT
2019-08-07,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/df65vm26s/3r075648v/NW_LS421.TXT
2019-08-07,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/df65vm26s/3r075648v/NW_LS421.TXT
2019-08-07,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/df65vm26s/3r075648v/NW_LS421.TXT
2019-08-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,208.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979vf17m/qj72pk78p/NW_LS421.TXT
2019-08-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979vf17m/qj72pk78p/NW_LS421.TXT
2019-08-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979vf17m/qj72pk78p/NW_LS421.TXT
2019-08-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979vf17m/qj72pk78p/NW_LS421.TXT
2019-08-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979vf17m/qj72pk78p/NW_LS421.TXT
2019-08-09,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979vf17m/qj72pk78p/NW_LS421.TXT
2019-08-09,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979vf17m/qj72pk78p/NW_LS421.TXT
2019-08-09,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979vf17m/qj72pk78p/NW_LS421.TXT
2019-08-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/tm70n723t/7h14b224n/NW_LS421.TXT
2019-08-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/tm70n723t/7h14b224n/NW_LS421.TXT
2019-08-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/tm70n723t/7h14b224n/NW_LS421.TXT
2019-08-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/tm70n723t/7h14b224n/NW_LS421.TXT
2019-08-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/tm70n723t/7h14b224n/NW_LS421.TXT
2019-08-14,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/tm70n723t/7h14b224n/NW_LS421.TXT
2019-08-14,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/tm70n723t/7h14b224n/NW_LS421.TXT
2019-08-14,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/tm70n723t/7h14b224n/NW_LS421.TXT
2019-08-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m039kh758/70795m233/NW_LS421.TXT
2019-08-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m039kh758/70795m233/NW_LS421.TXT
2019-08-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m039kh758/70795m233/NW_LS421.TXT
2019-08-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m039kh758/70795m233/NW_LS421.TXT
2019-08-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m039kh758/70795m233/NW_LS421.TXT
2019-08-16,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m039kh758/70795m233/NW_LS421.TXT
2019-08-16,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m039kh758/70795m233/NW_LS421.TXT
2019-08-16,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m039kh758/70795m233/NW_LS421.TXT
2019-08-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,207.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821gz110/5425kq12d/NW_LS421.TXT
2019-08-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,198.00,199.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821gz110/5425kq12d/NW_LS421.TXT
2019-08-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,190.00,192.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821gz110/5425kq12d/NW_LS421.TXT
2019-08-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821gz110/5425kq12d/NW_LS421.TXT
2019-08-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821gz110/5425kq12d/NW_LS421.TXT
2019-08-21,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821gz110/5425kq12d/NW_LS421.TXT
2019-08-21,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821gz110/5425kq12d/NW_LS421.TXT
2019-08-21,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821gz110/5425kq12d/NW_LS421.TXT
2019-08-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,207.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/w9505b96s/3484zv66v/NW_LS421.TXT
2019-08-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,198.00,199.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/w9505b96s/3484zv66v/NW_LS421.TXT
2019-08-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,190.00,192.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/w9505b96s/3484zv66v/NW_LS421.TXT
2019-08-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/w9505b96s/3484zv66v/NW_LS421.TXT
2019-08-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/w9505b96s/3484zv66v/NW_LS421.TXT
2019-08-23,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/w9505b96s/3484zv66v/NW_LS421.TXT
2019-08-23,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/w9505b96s/3484zv66v/NW_LS421.TXT
2019-08-23,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/w9505b96s/3484zv66v/NW_LS421.TXT
2019-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8336hd94z/3t946306j/NW_LS421.TXT
2019-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8336hd94z/3t946306j/NW_LS421.TXT
2019-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8336hd94z/3t946306j/NW_LS421.TXT
2019-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8336hd94z/3t946306j/NW_LS421.TXT
2019-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8336hd94z/3t946306j/NW_LS421.TXT
2019-08-28,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8336hd94z/3t946306j/NW_LS421.TXT
2019-08-28,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8336hd94z/3t946306j/NW_LS421.TXT
2019-08-28,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8336hd94z/3t946306j/NW_LS421.TXT
2019-08-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9p290p229/8623j9793/NW_LS421.TXT
2019-08-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9p290p229/8623j9793/NW_LS421.TXT
2019-08-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9p290p229/8623j9793/NW_LS421.TXT
2019-08-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9p290p229/8623j9793/NW_LS421.TXT
2019-08-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9p290p229/8623j9793/NW_LS421.TXT
2019-08-30,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9p290p229/8623j9793/NW_LS421.TXT
2019-08-30,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9p290p229/8623j9793/NW_LS421.TXT
2019-08-30,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9p290p229/8623j9793/NW_LS421.TXT
2019-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193p14c/sb397n251/NW_LS421.TXT
2019-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193p14c/sb397n251/NW_LS421.TXT
2019-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193p14c/sb397n251/NW_LS421.TXT
2019-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193p14c/sb397n251/NW_LS421.TXT
2019-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193p14c/sb397n251/NW_LS421.TXT
2019-09-04,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193p14c/sb397n251/NW_LS421.TXT
2019-09-04,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193p14c/sb397n251/NW_LS421.TXT
2019-09-04,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193p14c/sb397n251/NW_LS421.TXT
2019-09-06,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0c483w95q/gq67k420r/NW_LS421.TXT
2019-09-06,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0c483w95q/gq67k420r/NW_LS421.TXT
